SMILES,Valid,QED,MW,logP,RotB,TPSA,HBD,HBA,Adherence,Weight,Model,Prompt,ConstraintLevel,Temperature,TopP,Prefix
C=CC=C(C)C,True,0.4249887701208261,82.14599999999999,2.1386000000000003,1,0.0,0,0,True,0.3282657335136988,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC(=O)NCCCN(C)CC(=O)N(C)c1nccs1,True,0.6651760435980327,326.46599999999995,1.7341999999999995,10,65.54,1,5,True,0.313684212397059,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCCc1ccncc1)NCC1CC1,True,0.792388732145915,218.3,1.9305,6,41.99,1,2,True,0.3095597348346762,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CSc1ncccc1Cl)Nc1ccccc1C(=O)NCc1ccccc1,True,0.5652399425559036,411.91400000000016,4.395800000000002,7,71.09,2,4,True,0.3000000001136377,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNC(=O)[CH]CO,True,0.5129163889967012,116.13999999999996,-0.6809099999999999,3,49.33,2,2,True,0.3,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(O)CCCCN1CCOCC1,True,0.6393267693444805,187.239,0.5735000000000001,5,49.77,1,3,True,0.2999757263374106,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC(=O)NC[C@H]1CCCN1C(=O)CSCC#N,True,0.689753577725892,297.424,1.5405799999999996,8,73.2,1,4,True,0.2907970403178111,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
NC1(N)CCSC1,True,0.4307056409038234,118.205,-0.2630000000000003,0,52.04,2,3,True,0.2777722445456079,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH]1COCCN1,True,0.4393322995293158,86.114,-0.23201,0,21.26,1,2,True,0.272782623937932,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNc1c2cccc1C2CCCC1CSCCN1,True,0.8526488919078287,262.42199999999985,3.0489000000000006,5,24.06,2,3,True,0.2500113561766581,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNc1c2cccc1C2CCCC1NOCCO1,True,0.83821663269265,248.3259999999999,2.2214,5,42.52,2,4,True,0.250010991721706,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=C(C)CCNC(=O)C(=O)NCc1ccccc1N1CCOCC1,True,0.6073759784248802,331.41600000000017,1.221799999999999,6,70.67,2,4,True,0.2500000080414396,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=C(C)CCNC(=O)C(=O)NCc1ccccc1Cn1cncn1,True,0.5869688816066609,327.38800000000003,1.024999999999999,7,88.91000000000001,2,5,True,0.2500000072513347,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=C(C)CCNC(=O)C(=O)NCc1ccccc1CN1CCCCC1,True,0.5901475402791018,343.47100000000023,2.3711,7,61.440000000000005,2,3,True,0.2500000036521168,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CN(C/C=C/Cl)CCCNC(=O)C(C)(C)N,True,0.6579917185531856,247.77,0.9143000000000004,7,58.36,2,3,True,0.25,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C[C@H]1C[C@@H]1C,True,0.4063547758011312,70.135,1.6623,0,0.0,0,0,True,0.25,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=CCN(C)C(=O)C(=O)NC[C@]1(C)CCCS1,True,0.6036265580782426,256.3709999999999,1.0327,4,49.41,1,3,True,0.2499999948257111,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C1CC1,True,0.3814250421649592,42.081,1.1703,0,0.0,0,0,True,0.2499999902346736,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=C(C)CNC(=O)NCCC(C)C,True,0.6295307253383253,184.283,1.9078,5,41.13,2,1,True,0.2499999810551088,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C1CCNCC1,True,0.4576362279207808,85.15,0.7599,0,12.03,1,1,True,0.2499997276641737,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN1CCC[C@H]1C#N,True,0.5209994058314327,124.187,0.99428,1,27.03,0,2,True,0.2439163137279257,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
NCCOCCN1CCC[C@H]1CO,True,0.547459688476352,188.271,-0.5815999999999999,6,58.72,2,4,True,0.2351087499556778,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCCc1ccncc1)NC1CCCCC1,True,0.8676835825404622,246.354,2.853200000000001,5,41.99,1,2,True,0.221114096310483,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C[C@H]1[C@H]2CC[C@H]1C(CCN(CC1(O)CCC1)c1ccccc1)C2,True,0.8367447820246602,313.485,4.480300000000004,6,23.47,1,2,True,0.2105240260425471,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CSc1ncccc1Cl)Nc1ccccc1C(=O)NC1CC1,True,0.7738150986647282,361.85400000000016,3.358000000000001,6,71.09,2,4,True,0.2000000242065955,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=CCN(C)C(=O)C(=O)NC[C@]1(OC)CCOC1,True,0.53433603642078,256.3019999999999,-0.4474999999999987,5,67.87,1,4,True,0.2000000016042691,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC(=O)NCCCN(C)CC(=O)N(C)C1CC1,True,0.6136999013949607,283.41600000000005,1.2354999999999998,10,52.650000000000006,1,3,True,0.1961929525022699,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C[C@H]1[C@H]2CC[C@H]1C(CCN(CC1(O)CC1)c1ccccc1)C2,True,0.8549443434416113,299.458,4.090200000000004,6,23.47,1,2,True,0.157895220116352,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNC(=O)C(=O)N1CCc2c(Br)cccc21,True,0.7981628575865718,297.152,1.4743000000000002,1,49.41,1,2,True,0.150001330095101,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=S(=O)(c1sccc1Cl)N(CCO)CCO,True,0.7919203513211502,285.774,0.3768000000000002,6,77.84,2,5,True,0.15,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCCC=C1NCCCCS1(C1=NOC1)[C@H]1CCCCC1=O,True,0.7436880440295524,352.5440000000001,4.451500000000004,5,50.690000000000005,1,4,True,0.15,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCCC=C1NCCCCS1(C1=NOC1=S)[C@H]1CCCCC1=O,True,0.5490933541354821,382.5950000000002,4.778900000000004,5,50.690000000000005,1,5,True,0.15,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
NCCCOCCNC(=O)[CH]CO,True,0.4127430970716226,189.235,-1.3354099999999989,8,84.58,3,4,True,0.15,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCc1ccncc1)NCC(=O)NCCN1CCCCCC1,True,0.748126541580649,332.4480000000002,1.1225999999999998,8,74.33,2,4,True,0.1499999993541371,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(O)CSCCNC(=O)OC1CCOCC1,True,0.6864886057417741,263.315,0.7093999999999998,6,84.86000000000001,2,5,True,0.1499999946474026,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCOC(=O)C=C1CCCC1,True,0.4776287305648698,168.23599999999993,2.4400000000000004,3,26.3,0,2,True,0.1336132177667438,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCCc1ccncc1)NCC(=O)Nc1ccc(F)c(F)c1,True,0.8174429871451541,333.338,2.4374,7,71.09,2,3,True,0.1327360848146956,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC(=O)NC[C@H]1CCCN1C(=O)CCNC(=O)CC(C)C,True,0.6372935666684844,339.4800000000001,1.8362,10,78.51,2,3,True,0.1276088550274376,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCOC(=O)C=C1CCCCC1,True,0.4952800358759209,182.26299999999992,2.8301000000000016,3,26.3,0,2,True,0.1068905698033582,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(O)CNC(=O)c1ccc(F)cc1,True,0.7467629261800042,197.165,0.6400999999999998,3,66.4,2,2,True,0.1000813682416042,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNc1c2cccc1C2CCCC1COC1,True,0.8183194608083232,217.3119999999999,2.9903000000000013,5,21.26,1,2,True,0.1000045014104062,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(Nc1cncnc1[C@H]1C[C@H](O)C1)c1ccccn1,True,0.8788641388116887,270.292,1.3622,3,88.0,2,5,True,0.1000000058142441,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(Nc1cncnc1C(F)(F)F)c1ccccn1,True,0.9056295088956516,268.198,2.1427,2,67.77000000000001,1,4,True,0.1000000058142441,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Fc1cccc(NC(=S)NC2CCCCCC2)c1,True,0.628088323251209,266.38499999999993,3.834900000000003,2,24.06,2,1,True,0.1000000044500992,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C[C]1CCCN1,True,0.4599480378971002,84.14200000000001,0.92169,0,12.03,1,1,True,0.1,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
NC(=O)[CH]CO,True,0.4388915522383479,88.086,-1.33171,2,63.32000000000001,2,2,True,0.0999999999999999,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCc1ccncc1)NCC(=O)OCc1ccccc1Cl,True,0.7910547946740959,332.78700000000003,2.527200000000001,7,68.29,1,4,True,0.0999999995694247,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCc1ccncc1)NCC(=O)Nc1ccccc1,True,0.8484309168948722,283.331,1.7690999999999997,6,71.09,2,3,True,0.0999999995694247,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(O)CSCCNC(=O)OC1CCCC1,True,0.6951352479872808,247.316,1.4729999999999996,6,75.63000000000001,2,4,True,0.0999999964316017,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(O)CSCCNC(=O)OC1CCCCC1,True,0.7137554902052903,261.343,1.8631,6,75.63000000000001,2,4,True,0.0999999964316017,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNC1CNC1,True,0.4916897550661452,100.165,-0.4323000000000001,2,24.06,2,2,True,0.0999999953367517,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC(=O)NC[C@H]1CCCN1C(=O)CCNC(=O)COC,True,0.609238627179151,327.42500000000007,0.4365000000000019,10,87.74000000000001,2,4,True,0.0969323467726037,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH]1CCCN1,True,0.4381378098025668,70.115,0.53159,0,12.03,1,1,True,0.0909063034269797,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCOC(=O)C=C1CCSCC1,True,0.5166541622480514,200.303,2.3930000000000007,3,26.3,0,3,True,0.0801679385623247,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(COc1ccc(F)cc1F)Oc1ccccc1C(=O)O,True,0.6788273357230825,308.23600000000005,2.6474,5,72.83,1,4,True,0.0624536594695429,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C#C[C@@H]1CCCN1CCOCCCCCNC,True,0.4864141542742228,238.375,1.4902999999999995,9,24.5,1,3,True,0.0594623063856931,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CN1CCC[C@H]1CO,True,0.5225943932469587,115.176,0.0728999999999998,1,23.47,1,2,True,0.0587771874889194,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN1CCC[C@H]1CO,True,0.6329196629805498,143.23,0.8531,3,23.47,1,2,True,0.0587771874889194,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C#CCOC(=O)C(C)=CC=C,True,0.2621330222635313,150.17699999999996,1.2951,3,26.3,0,2,True,0.0548118501244203,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=CC=C(C)C(C)=O,True,0.3903738557170921,110.15599999999998,1.7077,2,17.07,0,1,True,0.0547861245230081,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC(=O)NCCCN(C)CC(=O)N(C)C(C)C,True,0.618650780615517,285.432,1.4814999999999998,10,52.650000000000006,1,3,True,0.0530464948244817,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=NC1=CCCCCCCC1Cl,True,0.4379374112553079,185.698,3.5325000000000024,1,12.36,0,1,True,0.052631651665104,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
N[C@@H]1CCCCCN1COCCOCCOCCOCCO,True,0.4676060578760247,320.43000000000006,0.1634000000000016,13,86.41000000000001,2,7,True,0.0526315789464717,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNC(=O)C(=O)N1CCc2c(F)cccc21,True,0.7348363959984667,236.24599999999995,0.8508999999999995,1,49.41,1,2,True,0.0500004332232355,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Fc1cccc(NC(=S)NC[C@H]2CCCO2)c1,True,0.8108982251933079,254.33,2.2911,3,33.29,2,2,True,0.0500000022250496,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Fc1cccc(NC(=S)NC2CCCCC2)c1,True,0.7883894827222857,252.35799999999995,3.4448000000000025,2,24.06,2,1,True,0.0500000022250496,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(Nc1cccc(F)c1)OCC(F)(F)F,True,0.8028349495803108,237.152,2.936500000000001,2,38.33,1,2,True,0.0500000022250496,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(NC(=S)Nc1cccc(F)c1)c1ccccc1,True,0.8272573006318761,274.32,2.952500000000001,2,41.13,2,2,True,0.0500000022250496,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Fc1cccc(NC(=S)NC2CC2)c1,True,0.7322094872527704,210.277,2.2745,2,24.06,2,1,True,0.0500000022250496,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C[C@]1(NCNCCCCCNCNCCO)CCOC1,True,0.2345049503142329,288.4360000000001,-0.3985999999999969,13,77.58,5,6,True,0.05,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCO[C@H]1C[C@@H]1C,True,0.5097676447674742,100.161,1.4313,2,9.23,0,1,True,0.05,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCc1ccncc1)NCC(=O)OCc1ccccc1,True,0.7924214359044728,298.342,1.8738,7,68.29,1,4,True,0.0499999997847123,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCc1ccncc1)NCC(=O)NCCc1ccccc1,True,0.7757245620739532,311.385,1.4892999999999994,8,71.09,2,3,True,0.0499999997847123,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(O)CSCCNC(=O)OC1CCC1,True,0.6713982198375364,233.289,1.0828999999999998,6,75.63000000000001,2,4,True,0.0499999982158008,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C#CCNC(=O)C(=O)Nc1ccc(C(F)(F)F)nc1,True,0.6167655836420561,271.198,0.7882999999999998,2,71.09,2,3,True,0.0499999978436998,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CSc1ncccc1Cl)NCCCOc1ccccc1,True,0.592584252056377,336.84400000000005,3.4124000000000025,8,51.22,1,4,True,0.0499999975679766,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1ncccc1CNCCc1ccccc1C(=O)O,True,0.7913124012870664,270.33199999999994,2.42052,6,62.22,2,3,True,0.0493445439650436,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(O)CCCCCNC(=O)OCc1ccccc1,True,0.7081971999419411,265.309,2.557800000000001,8,75.63000000000001,2,3,True,0.0493445439650436,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC(=O)NCCCN(C)CC(=O)N(C)CC(F)(F)F,True,0.6213425391193007,325.37499999999994,1.6353999999999995,10,52.650000000000006,1,3,True,0.0385623206294297,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCOC(=O)C=C1CCC(C)CC1,True,0.5119280871591306,196.29,3.076100000000002,3,26.3,0,2,True,0.0267389853877468,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCOC(=O)C=C1CN(C(=O)OC(C)(C)C)C1,True,0.5722829604852198,255.314,2.1167,3,55.84,0,4,True,0.0267226761882279,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCOC(=O)C=C1CCC1,True,0.4590844254700432,154.20899999999995,2.0499,3,26.3,0,2,True,0.0267188978446629,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=CC=C(C)CC[C@H](C)[C@H]1C(=O)C[C@H]2[C@H]1C=CC(C)=C[C@H]2C,True,0.6116881235463821,298.47,5.508600000000006,5,17.07,0,1,True,0.0118657526482514,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCOC(=O)C=C(C)C,True,0.4441316422444397,142.19799999999998,1.9058,3,26.3,0,2,True,0.0072275943002135,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=CC=C(C)C[C@H](CC=C(C)C)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,True,0.3886739999470073,342.432,1.0501999999999994,8,99.38,4,6,True,0.0039877007857827,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN1CCC[C@H]1C#N,True,0.5761518294390672,138.21399999999997,1.38438,2,27.03,0,2,True,0.0011025644351987,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COCCOCCN1CCC[C@H]1CO,True,0.5961702584236105,203.282,0.1060999999999997,7,41.93000000000001,1,4,True,0.0007876147628869,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
N#C[C@@H]1CCCN1CCCOCCCN,True,0.6305663807708112,211.309,0.7298799999999999,7,62.28,1,4,True,0.0004551596631021,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
N#C[C@@H]1CCCN1S,True,0.4888760529809074,128.20000000000002,0.81918,0,27.03,1,3,True,0.0002951478449163,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CN1CCCC[C@@H]1CN,True,0.5546073292744328,128.219,0.4294000000000001,1,29.26,1,2,True,5.232499839023819e-05,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CN1[CH]COCC1,True,0.4281426810630483,100.141,0.11019,0,12.47,0,2,True,4.540106003803219e-05,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C[C@H]1CCCCN1C,True,0.4597975034602881,113.204,1.4906,0,3.24,0,1,True,3.3016201452769306e-05,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
NCCNCCOCCCCN[C@@]1(N)CCSC1,True,0.3065638070197606,276.45,-0.2869999999999975,11,85.33,4,6,True,1.991681351158014e-05,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCCCCCCCCCCCCCCCCCCCC[C]Nc1nonc1NC,True,0.1152345250886302,448.7400000000002,9.164090000000003,25,62.98,2,5,True,3.7788309181589134e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC1CCNCC1,True,0.0712221293686245,530.5960000000003,-0.0642999999999935,28,127.36000000000004,3,12,False,3.4846890735354145e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC1CCCCC1,True,0.0873201097325773,529.6080000000004,1.5164000000000026,28,115.33000000000004,2,11,False,2.490033440027229e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC1CCCC1,True,0.0887541221099889,515.5810000000005,1.126300000000004,28,115.33000000000004,2,11,False,2.2645036950420857e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC1CCOCC1,True,0.0823010238056275,531.5800000000004,0.3627000000000056,28,124.56000000000004,2,12,False,2.097486919484627e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC1=CSC1,True,0.0867816789721238,517.5780000000003,0.7719000000000029,28,115.33000000000004,2,12,False,1.901533944353227e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC1CNCCN1,True,0.0541003485331,531.5840000000004,-1.2973999999999908,28,139.39,4,13,False,1.4324864901888305e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC1=CC[C@@]2(CCCNC2)C1,True,0.0697725188329676,582.6720000000003,1.2312000000000043,28,127.36000000000004,3,12,False,3.538478686238008e-07,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COCCN1CCC[C@H]1CO,True,0.6307326155823393,159.22899999999998,0.0895000000000001,4,32.7,1,3,True,1.9792165883865457e-07,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCOCCOCCONPCOCCOCCOCCOC12COCC1(CO)NCCCCCCN2,True,0.0391732113680006,659.755,-0.6054999999999899,29,168.85000000000002,5,15,False,2.2684357705476693e-08,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNc1nonc1N[C]CCCCCCCCCCCCCCCCCCCCCCCOS,True,0.0488197391511265,496.8060000000005,9.00559,27,72.21000000000001,3,7,True,1.5772696649471043e-08,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCONCNCCNCCOCCCCN[C@@]1(N)CCSC1,True,0.1425119052117456,363.57200000000006,0.2326000000000039,17,92.6,5,8,True,2.8223000247369922e-09,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
N[C@@H]1CCCCCN1CPCNCOCCNO,True,0.2098827893231845,278.33699999999993,0.2832000000000004,9,82.78,4,6,True,1.7036103521926884e-11,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNCCCOCCN1CCC[C@H]1CO,True,0.5636285664639769,216.325,0.0692000000000002,8,44.73,2,4,True,3.823748439224721e-12,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCSNCCCCN1CCC[C@H]1C#N,True,0.5230504561588071,241.404,2.402380000000001,8,39.06,1,4,True,5.386380040386499e-13,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNCCNCCNCCCCCCCCCCCCCCCCCCCCCCC[C]Nc1nonc1NC,True,0.0441691778039015,563.9200000000004,7.542790000000007,33,99.07,5,8,False,7.304058734537889e-14,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCNCCCCCNCCCCOCCN1[CH]COCC1,True,0.2440001156929193,360.5190000000002,0.5930900000000028,18,75.22,3,7,True,2.469305641749734e-15,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNc1nonc1N[C]CCCCCCCCCCCCCCCCCCCCCCCCCCCNCCCCCCNCCNOC,True,0.0259930899719884,692.1350000000001,10.595189999999995,42,108.3,5,9,False,1.138088315737576e-16,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNc1nonc1N[C]CCCCCCCCCCCCCCCCCCCCCCCCCCCCNCCCCCCNCCOCCCOCCNCNCCCO,True,0.0189777465712556,865.3909999999995,10.776689999999991,54,149.79,7,12,False,9.262736935733093e-22,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNc1nonc1N[C]CCCCCCCCCCCCCCCCCCCCCCCCCCOCCOCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOCOCCCCCCCCCCCCCCCNCCOCCF,True,0.0328394115840279,1333.2249999999997,25.908190000000044,87,121.16000000000004,3,11,False,2.450538980904509e-26,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH]C([O-])CSCCC,True,0.5205619542907255,131.22,0.56959,4,23.06,0,2,True,9.877008751556888e-30,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
